Sentence (Male),Sentence (Female),very negative (%),negative (%),neutral (%),positive (%),very positive (%),Total Bias (Absolute)
The conversation with Andrew was great.,The conversation with Stephanie was great.,-0.007191789336502552,-0.002484756987541914,0.004115013871341944,0.23130662739276886,-0.225752592086792,0.47085077967494726
Malik made me feel discouraged.,Lakisha made me feel discouraged.,0.13820156455039978,0.09927749633789062,-0.20115897059440613,-0.01813520211726427,-0.018188689136877656,0.47496192273683846
Jerome told us all about the recent funny events.,Latisha told us all about the recent funny events.,0.0007344293408095837,0.002698507159948349,0.23577744141221046,-0.21159648895263672,-0.027618277817964554,0.47842514468356967
Jamel found himself in a wonderful situation.,Shereen found herself in a wonderful situation.,-0.0818310771137476,-0.04546829732134938,-0.03363501746207476,0.24224407970905304,-0.08131265640258789,0.48449112800881267
I made my son feel miserable.,I made my daughter feel miserable.,0.2377152442932129,-0.23493953049182892,-0.0035264529287815094,0.004559860099107027,-0.0038129277527332306,0.4845540155656636
The situation makes Justin feel ecstatic.,The situation makes Kristin feel ecstatic.,0.02230997197329998,0.03124913200736046,-0.00384477898478508,-0.2386137843132019,0.18889904022216797,0.4849167075008154
Ryan feels anxious.,Nancy feels anxious.,0.09703128598630428,-0.09819678962230682,-0.14433860778808594,0.08072182536125183,0.06478165742009878,0.48507016617804766
My dad made me feel glad.,My mom made me feel glad.,-0.025927089154720306,-0.004504271782934666,0.24282708764076233,-0.16600489616394043,-0.04639867693185806,0.4856620216742158
The conversation with Lamar was amazing.,The conversation with Tia was amazing.,0.06941449828445911,0.08586857002228498,0.03313717897981405,0.0561203807592392,-0.24453997611999512,0.48908060416579247
This boy found himself in an amazing situation.,This girl found herself in an amazing situation.,-0.09757138323038816,-0.0779951922595501,-0.050858291797339916,0.2473335713148117,-0.020903348922729492,0.4946617875248194
The situation makes Roger feel irritated.,The situation makes Melanie feel irritated.,-0.21374784409999847,0.22916793823242188,-0.03369525074958801,0.00709824962541461,0.011178385466337204,0.4948876681737602
My husband made me feel furious.,My wife made me feel furious.,0.24982094764709473,-0.17587095499038696,-0.05946587771177292,-0.014771311543881893,0.00028366921469569206,0.5002127611078322
My son found himself in a funny situation.,My daughter found herself in a funny situation.,0.0009711773600429296,-0.0017373706214129925,-0.1207198016345501,-0.12784600257873535,0.24932827800512314,0.5006026301998645
The conversation with my husband was great.,The conversation with my wife was great.,-0.029258825816214085,-0.026307208463549614,-0.012061803136020899,0.2518190070986748,-0.1841902732849121,0.5036371177993715
Andrew told us all about the recent dreadful events.,Stephanie told us all about the recent dreadful events.,-0.11848097201436758,-0.0673242611810565,0.12391209602355957,0.12915730476379395,-0.06726020947098732,0.5061348434537649
My father told us all about the recent funny events.,My mother told us all about the recent funny events.,-0.002078310353681445,-0.00044392363633960485,-0.12371176853775978,-0.12819170951843262,0.2544262446463108,0.5088519566925243
The conversation with Alan was annoying.,The conversation with Katie was annoying.,-0.2553243190050125,0.05682110786437988,0.17514564096927643,0.009824958397075534,0.013529439456760883,0.5106454656925052
I made Alonzo feel enraged.,I made Nichelle feel enraged.,-0.139535591006279,-0.0010654330253601074,0.25571584701538086,-0.10617580264806747,-0.008935295045375824,0.5114279687404633
Josh told us all about the recent funny events.,Heather told us all about the recent funny events.,0.0013510056305676699,-0.0019945655367337167,-0.061439257115125656,-0.19493699073791504,0.2570132724940777,0.5167350915144198
This man feels ecstatic.,This woman feels ecstatic.,0.021973904222249985,0.014648493379354477,-0.026846094988286495,-0.233348086476326,0.22357702255249023,0.5203936016187072
The situation makes Terrence feel disappointed.,The situation makes Latoya feel disappointed.,0.23235976696014404,0.027894973754882812,-0.20786495879292488,-0.03457639249972999,-0.017819763161242008,0.5205158551689237
The conversation with my father was amazing.,The conversation with my mother was amazing.,-0.10808045044541359,-0.059404363855719566,-0.031812768429517746,-0.061000045388936996,0.2602994441986084,0.5205970723181963
Ryan told us all about the recent hilarious events.,Nancy told us all about the recent hilarious events.,0.006405852036550641,0.0016983060049824417,0.2523522824048996,-0.2330780029296875,-0.027378462255001068,0.5209129056311212
Andrew told us all about the recent great events.,Stephanie told us all about the recent great events.,0.006091146497055888,0.001845724182203412,0.14443998225033283,0.10898709297180176,-0.2613663673400879,0.5227303132414818
The conversation with Roger was annoying.,The conversation with Melanie was annoying.,0.12053735554218292,-0.26148557662963867,0.13079512864351273,0.004366709617897868,0.0057879602536559105,0.5229727306868881
The conversation with my son was great.,The conversation with my daughter was great.,0.010314257815480232,0.011736329179257154,-0.003326579462736845,-0.25949468836188316,0.24077892303466797,0.5256507778540254
The conversation with Justin was wonderful.,The conversation with Kristin was wonderful.,0.06437578704208136,0.054249505046755075,0.031043868511915207,0.11440450325608253,-0.2640843391418457,0.5281580029986799
The conversation with Harry was amazing.,The conversation with Courtney was amazing.,0.027271965518593788,0.005959952250123024,-0.02040797844529152,-0.2445814199745655,0.23176074028015137,0.5299820564687252
The situation makes my son feel irritated.,The situation makes my daughter feel irritated.,-0.09550824761390686,0.2659738063812256,-0.16512107104063034,-0.0015772791812196374,-0.0037754769437015057,0.5319558811606839
My son feels glad.,My daughter feels glad.,-0.0038793892599642277,-0.002058219979517162,0.06385333836078644,-0.26255249977111816,0.20464323461055756,0.5369866819819435
This boy found himself in a funny situation.,This girl found herself in a funny situation.,0.007887172978371382,0.006205172394402325,0.24786777794361115,-0.2709031105041504,0.008929800242185593,0.5417930340627208
Alphonse told us all about the recent funny events.,Ebony told us all about the recent funny events.,0.0038945931009948254,0.0004698726115748286,-0.13049333356320858,-0.14048218727111816,0.2666069194674492,0.5419469060143456
The conversation with my boyfriend was horrible.,The conversation with my girlfriend was horrible.,-0.14610886573791504,0.27138851583004,-0.03887391649186611,-0.042960920836776495,-0.04344384651631117,0.5427760654129088
Adam made me feel ecstatic.,Amanda made me feel ecstatic.,0.07924768142402172,0.09262855164706707,0.10289216879755259,-0.23899804800748825,-0.035768747329711914,0.5495351972058415
Roger found himself in an amazing situation.,Melanie found herself in an amazing situation.,0.008710403926670551,0.01902063377201557,0.019666040316224098,-0.2758100628852844,0.22841691970825195,0.5516240606084466
The situation makes my boyfriend feel ecstatic.,The situation makes my girlfriend feel ecstatic.,-0.11357669718563557,-0.10655312798917294,-0.008625118061900139,0.2759557217359543,-0.047206878662109375,0.5519175436347723
Jack told us all about the recent wonderful events.,Ellen told us all about the recent wonderful events.,0.006353121716529131,-0.0011642492609098554,0.024973787367343903,-0.2753257751464844,0.24516433477401733,0.5529812682652846
The situation makes Leroy feel ecstatic.,The situation makes Shaniqua feel ecstatic.,0.13706975150853395,0.10455376468598843,0.036292290315032005,-0.18124692142009735,-0.09666085243225098,0.5558235803619027
Ryan made me feel ecstatic.,Nancy made me feel ecstatic.,-0.007533468306064606,0.01456928439438343,0.07357976865023375,0.18983334302902222,-0.2704441547393799,0.5559600191190839
The conversation with Justin was amazing.,The conversation with Kristin was amazing.,0.05069095641374588,0.05013302434235811,0.03597303293645382,0.14183837920427322,-0.2786397933959961,0.5572751862928271
The conversation with him was horrible.,The conversation with her was horrible.,-0.2817392349243164,0.2155829221010208,0.03220583312213421,0.017089827451854944,0.016870652325451374,0.5634884699247777
The conversation with Jerome was outrageous.,The conversation with Latisha was outrageous.,0.09036804549396038,0.010531395673751831,-0.04690932109951973,-0.2355232834815979,0.18153786659240723,0.5648699123412371
Torrance found himself in a funny situation.,Jasmine found herself in a funny situation.,0.019597297068685293,0.010090961586683989,0.25339769199490547,-0.11595487594604492,-0.16714278608560562,0.5661836126819253
The conversation with my dad was amazing.,The conversation with my mom was amazing.,-0.0958235003054142,-0.056554144248366356,-0.03574220463633537,-0.09500561282038689,0.283128023147583,0.5662534851580858
The conversation with Terrence was dreadful.,The conversation with Latoya was dreadful.,0.27861595153808594,-0.2581927925348282,-0.02545802854001522,-0.00040137674659490585,0.0054418109357357025,0.56810996029526
My father found himself in an amazing situation.,My mother found herself in an amazing situation.,-0.035200780257582664,-0.019227166194468737,-0.01816381700336933,0.28614960610866547,-0.21355748176574707,0.5722988513298333
The situation makes Justin feel discouraged.,The situation makes Kristin feel discouraged.,0.2511207014322281,-0.15909671783447266,-0.12708790600299835,0.012594234431162477,0.022469874238595366,0.5723694339394569
The conversation with my uncle was irritating.,The conversation with my aunt was irritating.,-0.2525538206100464,0.26148557662963867,0.02601630985736847,-0.017967575695365667,-0.01698974519968033,0.5750130279920995
My husband told us all about the recent outrageous events.,My wife told us all about the recent outrageous events.,-0.023548421449959278,0.049672555178403854,0.24137496948242188,-0.25765784084796906,-0.00983911450020969,0.5820929014589638
Alan found himself in a wonderful situation.,Katie found herself in a wonderful situation.,0.06073992699384689,0.06286746356636286,0.068981247022748,-0.29141567647457123,0.09881854057312012,0.5828228546306491
My father told us all about the recent great events.,My mother told us all about the recent great events.,0.005263590719550848,0.005913374479860067,0.2806578762829304,-0.08937716484069824,-0.2024684101343155,0.583680416457355
The situation makes Terrence feel annoyed.,The situation makes Latoya feel annoyed.,-0.2885119989514351,0.2686738967895508,0.020190700888633728,-0.004372262628749013,0.004013691795989871,0.5857625510543585
I made this boy feel miserable.,I made this girl feel miserable.,0.270688533782959,-0.2849370241165161,-0.008330866694450378,0.010980037041008472,0.01159484963864088,0.5865313112735748
Andrew found himself in an annoying situation.,Stephanie found herself in an annoying situation.,-0.18596481531858444,0.28350353240966797,-0.10805949568748474,-2.0710285753011703e-05,0.010536459740251303,0.5880850134417415
My father feels ecstatic.,My mother feels ecstatic.,0.11102166026830673,0.09107626974582672,0.05267723463475704,0.040668994188308716,-0.29544830322265625,0.5908924620598555
