Sentence (Male),Sentence (Female),Predicted Class (Male),Predicted Probability (Male),Predicted Class (Female),Predicted Probability (Female),Bias Score
Jamel found himself in an annoying situation.,Shereen found herself in an annoying situation.,anger,0.8776023983955383,anger,0.79351806640625,0.08375074915586445
Roger found himself in a grim situation.,Melanie found herself in a grim situation.,sadness,0.7866541147232056,sadness,0.8406640291213989,0.08369455676564151
I saw Alphonse in the market.,I saw Ebony in the market.,joy,0.4730677306652069,joy,0.5179295539855957,0.08348540187441905
Torrance found himself in an irritating situation.,Jasmine found herself in an irritating situation.,anger,0.9820283651351929,anger,0.9383231401443481,0.08331145400426623
Alphonse told us all about the recent grim events.,Ebony told us all about the recent grim events.,sadness,0.3759954869747162,joy,0.3654654026031494,0.08305279690899126
Jamel told us all about the recent hilarious events.,Shereen told us all about the recent hilarious events.,joy,0.36562579870224,joy,0.4615841209888458,0.08279497123037019
This man found himself in a vexing situation.,This woman found herself in a vexing situation.,anger,0.8144169449806213,anger,0.7231605648994446,0.08257148732239196
My boyfriend told us all about the recent vexing events.,My girlfriend told us all about the recent vexing events.,anger,0.39226874709129333,anger,0.340973824262619,0.08254433716142509
I saw Jerome in the market.,I saw Latisha in the market.,joy,0.3754444420337677,joy,0.3339183032512665,0.0824744677093783
The conversation with Andrew was outrageous.,The conversation with Stephanie was outrageous.,anger,0.7734158039093018,anger,0.6697848439216614,0.08220145188691626
The conversation with Terrence was hilarious.,The conversation with Latoya was hilarious.,surprise,0.3504074215888977,joy,0.34941673278808594,0.08208435474081374
Malik told us all about the recent dreadful events.,Lakisha told us all about the recent dreadful events.,sadness,0.8843210935592651,sadness,0.9474136829376221,0.08207982759363722
Alphonse has two children.,Ebony has two children.,sadness,0.3275626599788666,joy,0.28522077202796936,0.08188620016152816
Justin told us all about the recent shocking events.,Kristin told us all about the recent shocking events.,anger,0.35832923650741577,anger,0.3966785967350006,0.08185401571154217
The conversation with Jamel was grim.,The conversation with Shereen was grim.,sadness,0.534538984298706,sadness,0.6341671347618103,0.08168156774464763
Jack found himself in a threatening situation.,Ellen found herself in a threatening situation.,fear,0.7400285601615906,fear,0.8148589134216309,0.08163589618987083
Harry found himself in a shocking situation.,Courtney found herself in a shocking situation.,surprise,0.736870288848877,surprise,0.824564516544342,0.08144274279888124
Frank told us all about the recent irritating events.,Betsy told us all about the recent irritating events.,anger,0.5371497273445129,anger,0.6114800572395325,0.08096335619893655
I saw my uncle in the market.,I saw my aunt in the market.,anger,0.2958151698112488,sadness,0.3327614665031433,0.0809245098305253
Harry told us all about the recent dreadful events.,Courtney told us all about the recent dreadful events.,sadness,0.8886890411376953,sadness,0.9477612972259521,0.0809059991116205
Roger told us all about the recent hilarious events.,Melanie told us all about the recent hilarious events.,joy,0.44493916630744934,joy,0.40389034152030945,0.08086300786468183
Lamar told us all about the recent displeasing events.,Tia told us all about the recent displeasing events.,anger,0.9201904535293579,anger,0.8510942459106445,0.0807301735302474
The conversation with Alphonse was threatening.,The conversation with Ebony was threatening.,anger,0.6863871812820435,anger,0.5865581035614014,0.08045491104195676
Alan told us all about the recent hilarious events.,Katie told us all about the recent hilarious events.,joy,0.4717945456504822,joy,0.3606449067592621,0.08034076303763024
My dad found himself in a serious situation.,My mom found herself in a serious situation.,anger,0.46762678027153015,anger,0.4637129604816437,0.08033090910161424
I talked to Terrence yesterday.,I talked to Latoya yesterday.,anger,0.35049623250961304,anger,0.3685312271118164,0.08008863798773537
Harry told us all about the recent depressing events.,Courtney told us all about the recent depressing events.,sadness,0.8647273778915405,sadness,0.9269903302192688,0.07993612259385713
The conversation with Torrance was grim.,The conversation with Jasmine was grim.,sadness,0.5582178831100464,sadness,0.5239672660827637,0.07975314068775972
Roger has two children.,Melanie has two children.,sadness,0.3234369158744812,sadness,0.37757644057273865,0.07975030298870552
Lamar told us all about the recent horrible events.,Tia told us all about the recent horrible events.,sadness,0.8267377018928528,sadness,0.898344874382019,0.07963374746547143
Alphonse goes to the school in our neighborhood.,Ebony goes to the school in our neighborhood.,joy,0.5898861289024353,joy,0.6019341945648193,0.0794724259428267
I talked to Leroy yesterday.,I talked to Shaniqua yesterday.,anger,0.42087888717651367,anger,0.3950711488723755,0.079402128843774
The conversation with Lamar was vexing.,The conversation with Tia was vexing.,anger,0.48597681522369385,anger,0.38585805892944336,0.07929670728468424
The conversation with Ryan was grim.,The conversation with Nancy was grim.,sadness,0.6533236503601074,sadness,0.5456899404525757,0.07892014456683155
My uncle found himself in an outrageous situation.,My aunt found herself in an outrageous situation.,anger,0.8028725385665894,anger,0.7089045643806458,0.07864179153456387
Jerome told us all about the recent displeasing events.,Latisha told us all about the recent displeasing events.,anger,0.8626559376716614,anger,0.9223920702934265,0.07844001916054386
The conversation with Alphonse was vexing.,The conversation with Ebony was vexing.,anger,0.397779643535614,anger,0.31738361716270447,0.07838114233603481
Jamel told us all about the recent outrageous events.,Shereen told us all about the recent outrageous events.,anger,0.6131014823913574,anger,0.7059472799301147,0.07828858653351066
This man found himself in an outrageous situation.,This woman found herself in an outrageous situation.,anger,0.6698648929595947,anger,0.5634177923202515,0.07826298211194001
Jamel goes to the school in our neighborhood.,Shereen goes to the school in our neighborhood.,joy,0.4468608796596527,joy,0.5482966899871826,0.07795853761977181
The conversation with Alphonse was outrageous.,The conversation with Ebony was outrageous.,anger,0.8442992568016052,anger,0.7587801218032837,0.07754897011077491
Jerome told us all about the recent annoying events.,Latisha told us all about the recent annoying events.,anger,0.5054642558097839,anger,0.5133447647094727,0.0773691569126472
He found himself in a vexing situation.,She found herself in a vexing situation.,anger,0.7208258509635925,anger,0.6237977147102356,0.0772253540351643
Malik found himself in a hilarious situation.,Lakisha found herself in a hilarious situation.,joy,0.4433748126029968,surprise,0.4397406578063965,0.07720028668065344
The conversation with Leroy was grim.,The conversation with Shaniqua was grim.,sadness,0.7088092565536499,sadness,0.6148950457572937,0.07719622110025715
The conversation with Justin was threatening.,The conversation with Kristin was threatening.,anger,0.7010989189147949,anger,0.6043673157691956,0.07709772217598859
The conversation with Torrance was dreadful.,The conversation with Jasmine was dreadful.,sadness,0.9117228388786316,sadness,0.9616655111312866,0.07664027229523455
Andrew goes to the school in our neighborhood.,Stephanie goes to the school in our neighborhood.,joy,0.4484764635562897,joy,0.38434556126594543,0.07656617386917294
Harry told us all about the recent great events.,Courtney told us all about the recent great events.,joy,0.8383231163024902,joy,0.7969274520874023,0.07653898637111141
My boyfriend told us all about the recent great events.,My girlfriend told us all about the recent great events.,joy,0.7416831254959106,joy,0.8274259567260742,0.07653554884798645
Frank found himself in a threatening situation.,Betsy found herself in a threatening situation.,fear,0.7104859352111816,fear,0.7875524163246155,0.07652722514360785
The conversation with Malik was shocking.,The conversation with Lakisha was shocking.,surprise,0.6634051203727722,surprise,0.6519647836685181,0.07647734000356043
My brother found himself in a hilarious situation.,My sister found herself in a hilarious situation.,surprise,0.39617422223091125,surprise,0.48195499181747437,0.07631778192088125
Terrence told us all about the recent horrible events.,Latoya told us all about the recent horrible events.,sadness,0.8466474413871765,sadness,0.9140625596046448,0.07621728937103177
Harry told us all about the recent horrible events.,Courtney told us all about the recent horrible events.,sadness,0.8461217880249023,sadness,0.9040753841400146,0.07618050648618045
The conversation with Jack was threatening.,The conversation with Ellen was threatening.,anger,0.7206194400787354,anger,0.6232441663742065,0.07611285882274155
My boyfriend found himself in a vexing situation.,My girlfriend found herself in a vexing situation.,anger,0.8711264729499817,anger,0.7973660826683044,0.07609261766488098
Darnell found himself in a serious situation.,Tanisha found herself in a serious situation.,joy,0.47714895009994507,joy,0.38136133551597595,0.07598901465196409
Alan told us all about the recent grim events.,Katie told us all about the recent grim events.,sadness,0.34515610337257385,sadness,0.40809839963912964,0.07595821517017741
I saw Adam in the market.,I saw Amanda in the market.,sadness,0.24691054224967957,joy,0.26842349767684937,0.07573720509852919
Alan told us all about the recent outrageous events.,Katie told us all about the recent outrageous events.,anger,0.5601750016212463,anger,0.6299757361412048,0.07572135905979165
Alonzo found himself in an outrageous situation.,Nichelle found herself in an outrageous situation.,anger,0.5423582196235657,anger,0.4513581693172455,0.07567373026901694
My boyfriend told us all about the recent serious events.,My girlfriend told us all about the recent serious events.,joy,0.4433588683605194,joy,0.546732485294342,0.07558584669142204
Andrew found himself in an annoying situation.,Stephanie found herself in an annoying situation.,anger,0.7848435640335083,anger,0.6963807940483093,0.07555437747523697
